PA,Time,AG,Starting_Age,Ending_Age,Sex,Total Pop
Seletar,2019,10_to_14,10,14,Males,10
Seletar,2019,15_to_19,15,19,Females,10
Seletar,2019,15_to_19,15,19,Males,10
Seletar,2019,20_to_24,20,24,Females,10
Seletar,2019,20_to_24,20,24,Males,10
Seletar,2019,25_to_29,25,29,Females,0
Seletar,2019,25_to_29,25,29,Males,0
Seletar,2019,30_to_34,30,34,Females,0
Seletar,2019,30_to_34,30,34,Males,0
Seletar,2019,35_to_39,35,39,Females,10
Seletar,2019,35_to_39,35,39,Males,0
Seletar,2019,40_to_44,40,44,Females,10
Seletar,2019,40_to_44,40,44,Males,10
Seletar,2019,45_to_49,45,49,Females,20
Seletar,2019,45_to_49,45,49,Males,30
Seletar,2019,5_to_9,5,9,Females,10
Seletar,2019,5_to_9,5,9,Males,10
Seletar,2019,50_to_54,50,54,Females,10
Seletar,2019,50_to_54,50,54,Males,20
Seletar,2019,55_to_59,55,59,Females,10
Seletar,2019,55_to_59,55,59,Males,10
Seletar,2019,60_to_64,60,64,Females,10
Seletar,2019,60_to_64,60,64,Males,10
Seletar,2019,65_to_69,65,69,Females,10
Seletar,2019,65_to_69,65,69,Males,10
Seletar,2019,70_to_74,70,74,Females,0
Seletar,2019,70_to_74,70,74,Males,0
Seletar,2019,75_to_79,75,79,Females,0
Seletar,2019,75_to_79,75,79,Males,0
Seletar,2019,80_to_84,80,84,Females,0
Seletar,2019,80_to_84,80,84,Males,0
Seletar,2019,85_to_89,85,89,Females,0
Seletar,2019,85_to_89,85,89,Males,0
Seletar,2019,90_and_over,NA,NA,Females,0
Seletar,2019,90_and_over,NA,NA,Males,0
Seletar,2020,0_to_4,0,4,Females,10
Seletar,2020,0_to_4,0,4,Males,0
Seletar,2020,10_to_14,10,14,Females,10
Seletar,2020,10_to_14,10,14,Males,10
Seletar,2020,15_to_19,15,19,Females,10
Seletar,2020,15_to_19,15,19,Males,10
Seletar,2020,20_to_24,20,24,Females,10
Seletar,2020,20_to_24,20,24,Males,20
Seletar,2020,25_to_29,25,29,Females,0
Seletar,2020,25_to_29,25,29,Males,0
Seletar,2020,30_to_34,30,34,Females,0
Seletar,2020,30_to_34,30,34,Males,0
Seletar,2020,35_to_39,35,39,Females,10
Seletar,2020,35_to_39,35,39,Males,0
Seletar,2020,40_to_44,40,44,Females,20
Seletar,2020,40_to_44,40,44,Males,10
Seletar,2020,45_to_49,45,49,Females,20
Seletar,2020,45_to_49,45,49,Males,20
Seletar,2020,5_to_9,5,9,Females,10
Seletar,2020,5_to_9,5,9,Males,10
Seletar,2020,50_to_54,50,54,Females,20
Seletar,2020,50_to_54,50,54,Males,20
Seletar,2020,55_to_59,55,59,Females,10
Seletar,2020,55_to_59,55,59,Males,10
Seletar,2020,60_to_64,60,64,Females,10
Seletar,2020,60_to_64,60,64,Males,0
Seletar,2020,65_to_69,65,69,Females,10
Seletar,2020,65_to_69,65,69,Males,10
Seletar,2020,70_to_74,70,74,Females,10
Seletar,2020,70_to_74,70,74,Males,0
Seletar,2020,75_to_79,75,79,Females,0
Seletar,2020,75_to_79,75,79,Males,0
Seletar,2020,80_to_84,80,84,Females,0
Seletar,2020,80_to_84,80,84,Males,0
Seletar,2020,85_to_89,85,89,Females,0
Seletar,2020,85_to_89,85,89,Males,0
Seletar,2020,90_and_over,NA,NA,Females,0
Seletar,2020,90_and_over,NA,NA,Males,0
Sembawang,2000,0_to_4,0,4,Females,1400
Sembawang,2000,0_to_4,0,4,Males,1500
Sembawang,2000,10_to_14,10,14,Females,1100
Sembawang,2000,10_to_14,10,14,Males,1250
Sembawang,2000,15_to_19,15,19,Females,1010
Sembawang,2000,15_to_19,15,19,Males,1110
Sembawang,2000,20_to_24,20,24,Females,920
Sembawang,2000,20_to_24,20,24,Males,830
Sembawang,2000,25_to_29,25,29,Females,2010
Sembawang,2000,25_to_29,25,29,Males,1570
Sembawang,2000,30_to_34,30,34,Females,1800
Sembawang,2000,30_to_34,30,34,Males,1840
Sembawang,2000,35_to_39,35,39,Females,1700
Sembawang,2000,35_to_39,35,39,Males,1780
Sembawang,2000,40_to_44,40,44,Females,1540
Sembawang,2000,40_to_44,40,44,Males,1630
Sembawang,2000,45_to_49,45,49,Females,1050
Sembawang,2000,45_to_49,45,49,Males,1190
Sembawang,2000,5_to_9,5,9,Females,880
Sembawang,2000,5_to_9,5,9,Males,980
Sembawang,2000,50_to_54,50,54,Females,690
Sembawang,2000,50_to_54,50,54,Males,760
Sembawang,2000,55_to_59,55,59,Females,460
Sembawang,2000,55_to_59,55,59,Males,360
Sembawang,2000,60_to_64,60,64,Females,420
Sembawang,2000,60_to_64,60,64,Males,330
Sembawang,2000,65_to_69,65,69,Females,340
Sembawang,2000,65_to_69,65,69,Males,290
Sembawang,2000,70_to_74,70,74,Females,200
Sembawang,2000,70_to_74,70,74,Males,200
Sembawang,2000,75_to_79,75,79,Females,130
Sembawang,2000,75_to_79,75,79,Males,110
Sembawang,2000,80_to_84,80,84,Females,60
Sembawang,2000,80_to_84,80,84,Males,80
Sembawang,2000,85_to_89,85,89,Females,40
Sembawang,2000,85_to_89,85,89,Males,20
Sembawang,2000,90_and_over,NA,NA,Females,0
Sembawang,2000,90_and_over,NA,NA,Males,0
Sembawang,2001,0_to_4,0,4,Females,2000
Sembawang,2001,0_to_4,0,4,Males,2180
Sembawang,2001,10_to_14,10,14,Females,1570
Sembawang,2001,10_to_14,10,14,Males,1750
Sembawang,2001,15_to_19,15,19,Females,1350
Sembawang,2001,15_to_19,15,19,Males,1470
Sembawang,2001,20_to_24,20,24,Females,1320
Sembawang,2001,20_to_24,20,24,Males,1180
Sembawang,2001,25_to_29,25,29,Females,2880
Sembawang,2001,25_to_29,25,29,Males,2230
Sembawang,2001,30_to_34,30,34,Females,2560
Sembawang,2001,30_to_34,30,34,Males,2770
Sembawang,2001,35_to_39,35,39,Females,2320
Sembawang,2001,35_to_39,35,39,Males,2420
Sembawang,2001,40_to_44,40,44,Females,2130
Sembawang,2001,40_to_44,40,44,Males,2240
Sembawang,2001,45_to_49,45,49,Females,1500
Sembawang,2001,45_to_49,45,49,Males,1650
Sembawang,2001,5_to_9,5,9,Females,1500
Sembawang,2001,5_to_9,5,9,Males,1670
Sembawang,2001,50_to_54,50,54,Females,990
Sembawang,2001,50_to_54,50,54,Males,1070
Sembawang,2001,55_to_59,55,59,Females,590
Sembawang,2001,55_to_59,55,59,Males,510
Sembawang,2001,60_to_64,60,64,Females,580
Sembawang,2001,60_to_64,60,64,Males,450
Sembawang,2001,65_to_69,65,69,Females,460
Sembawang,2001,65_to_69,65,69,Males,350
Sembawang,2001,70_to_74,70,74,Females,290
Sembawang,2001,70_to_74,70,74,Males,240
Sembawang,2001,75_to_79,75,79,Females,190
Sembawang,2001,75_to_79,75,79,Males,160
Sembawang,2001,80_to_84,80,84,Females,110
Sembawang,2001,80_to_84,80,84,Males,80
Sembawang,2001,85_to_89,85,89,Females,50
Sembawang,2001,85_to_89,85,89,Males,30
Sembawang,2001,90_and_over,NA,NA,Females,20
Sembawang,2001,90_and_over,NA,NA,Males,0
Sembawang,2002,0_to_4,0,4,Females,2320
Sembawang,2002,0_to_4,0,4,Males,2510
Sembawang,2002,10_to_14,10,14,Females,1750
Sembawang,2002,10_to_14,10,14,Males,1980
Sembawang,2002,15_to_19,15,19,Females,1460
Sembawang,2002,15_to_19,15,19,Males,1550
Sembawang,2002,20_to_24,20,24,Females,1420
Sembawang,2002,20_to_24,20,24,Males,1380
Sembawang,2002,25_to_29,25,29,Females,2950
Sembawang,2002,25_to_29,25,29,Males,2200
Sembawang,2002,30_to_34,30,34,Females,3100
Sembawang,2002,30_to_34,30,34,Males,3180
Sembawang,2002,35_to_39,35,39,Females,2550
Sembawang,2002,35_to_39,35,39,Males,2700
Sembawang,2002,40_to_44,40,44,Females,2340
Sembawang,2002,40_to_44,40,44,Males,2430
Sembawang,2002,45_to_49,45,49,Females,1800
Sembawang,2002,45_to_49,45,49,Males,1940
Sembawang,2002,5_to_9,5,9,Females,1770
Sembawang,2002,5_to_9,5,9,Males,1980
Sembawang,2002,50_to_54,50,54,Females,1160
Sembawang,2002,50_to_54,50,54,Males,1250
Sembawang,2002,55_to_59,55,59,Females,710
Sembawang,2002,55_to_59,55,59,Males,650
Sembawang,2002,60_to_64,60,64,Females,670
Sembawang,2002,60_to_64,60,64,Males,510
Sembawang,2002,65_to_69,65,69,Females,530
Sembawang,2002,65_to_69,65,69,Males,410
Sembawang,2002,70_to_74,70,74,Females,350
Sembawang,2002,70_to_74,70,74,Males,290
Sembawang,2002,75_to_79,75,79,Females,220
Sembawang,2002,75_to_79,75,79,Males,180
Sembawang,2002,80_to_84,80,84,Females,120
Sembawang,2002,80_to_84,80,84,Males,110
Sembawang,2002,85_to_89,85,89,Females,70
Sembawang,2002,85_to_89,85,89,Males,40
Sembawang,2002,90_and_over,NA,NA,Females,30
Sembawang,2002,90_and_over,NA,NA,Males,0
Sembawang,2003,0_to_4,0,4,Females,2490
Sembawang,2003,0_to_4,0,4,Males,2700
Sembawang,2003,10_to_14,10,14,Females,1850
Sembawang,2003,10_to_14,10,14,Males,2060
Sembawang,2003,15_to_19,15,19,Females,1580
Sembawang,2003,15_to_19,15,19,Males,1730
Sembawang,2003,20_to_24,20,24,Females,1550
Sembawang,2003,20_to_24,20,24,Males,1580
Sembawang,2003,25_to_29,25,29,Females,2890
Sembawang,2003,25_to_29,25,29,Males,2090
Sembawang,2003,30_to_34,30,34,Females,3490
Sembawang,2003,30_to_34,30,34,Males,3420
Sembawang,2003,35_to_39,35,39,Females,2630
Sembawang,2003,35_to_39,35,39,Males,2850
Sembawang,2003,40_to_44,40,44,Females,2530
Sembawang,2003,40_to_44,40,44,Males,2570
Sembawang,2003,45_to_49,45,49,Females,1990
Sembawang,2003,45_to_49,45,49,Males,2150
Sembawang,2003,5_to_9,5,9,Females,1930
Sembawang,2003,5_to_9,5,9,Males,2090
Sembawang,2003,50_to_54,50,54,Females,1300
Sembawang,2003,50_to_54,50,54,Males,1420
Sembawang,2003,55_to_59,55,59,Females,830
Sembawang,2003,55_to_59,55,59,Males,810
Sembawang,2003,60_to_64,60,64,Females,710
Sembawang,2003,60_to_64,60,64,Males,560
Sembawang,2003,65_to_69,65,69,Females,520
Sembawang,2003,65_to_69,65,69,Males,440
Sembawang,2003,70_to_74,70,74,Females,370
Sembawang,2003,70_to_74,70,74,Males,280
Sembawang,2003,75_to_79,75,79,Females,200
Sembawang,2003,75_to_79,75,79,Males,170
Sembawang,2003,80_to_84,80,84,Females,130
Sembawang,2003,80_to_84,80,84,Males,110
Sembawang,2003,85_to_89,85,89,Females,90
Sembawang,2003,85_to_89,85,89,Males,40
Sembawang,2003,90_and_over,NA,NA,Females,20
Sembawang,2003,90_and_over,NA,NA,Males,0
Sembawang,2004,0_to_4,0,4,Females,2680
Sembawang,2004,0_to_4,0,4,Males,2810
Sembawang,2004,10_to_14,10,14,Females,1920
Sembawang,2004,10_to_14,10,14,Males,2150
Sembawang,2004,15_to_19,15,19,Females,1790
Sembawang,2004,15_to_19,15,19,Males,1930
Sembawang,2004,20_to_24,20,24,Females,1660
Sembawang,2004,20_to_24,20,24,Males,1700
Sembawang,2004,25_to_29,25,29,Females,2870
Sembawang,2004,25_to_29,25,29,Males,2110
Sembawang,2004,30_to_34,30,34,Females,3850
Sembawang,2004,30_to_34,30,34,Males,3560
Sembawang,2004,35_to_39,35,39,Females,2680
Sembawang,2004,35_to_39,35,39,Males,2940
Sembawang,2004,40_to_44,40,44,Females,2620
Sembawang,2004,40_to_44,40,44,Males,2700
Sembawang,2004,45_to_49,45,49,Females,2180
Sembawang,2004,45_to_49,45,49,Males,2310
Sembawang,2004,5_to_9,5,9,Females,2030
Sembawang,2004,5_to_9,5,9,Males,2230
Sembawang,2004,50_to_54,50,54,Females,1510
Sembawang,2004,50_to_54,50,54,Males,1660
Sembawang,2004,55_to_59,55,59,Females,970
Sembawang,2004,55_to_59,55,59,Males,930
Sembawang,2004,60_to_64,60,64,Females,770
Sembawang,2004,60_to_64,60,64,Males,620
Sembawang,2004,65_to_69,65,69,Females,570
Sembawang,2004,65_to_69,65,69,Males,470
Sembawang,2004,70_to_74,70,74,Females,400
Sembawang,2004,70_to_74,70,74,Males,320
Sembawang,2004,75_to_79,75,79,Females,260
Sembawang,2004,75_to_79,75,79,Males,200
Sembawang,2004,80_to_84,80,84,Females,140
Sembawang,2004,80_to_84,80,84,Males,110
Sembawang,2004,85_to_89,85,89,Females,80
Sembawang,2004,85_to_89,85,89,Males,50
Sembawang,2004,90_and_over,NA,NA,Females,40
Sembawang,2004,90_and_over,NA,NA,Males,0
Sembawang,2005,0_to_4,0,4,Females,2770
Sembawang,2005,0_to_4,0,4,Males,2910
Sembawang,2005,10_to_14,10,14,Females,1920
Sembawang,2005,10_to_14,10,14,Males,2110
Sembawang,2005,15_to_19,15,19,Females,1890
Sembawang,2005,15_to_19,15,19,Males,2100
Sembawang,2005,20_to_24,20,24,Females,1780
Sembawang,2005,20_to_24,20,24,Males,1790
Sembawang,2005,25_to_29,25,29,Females,2760
Sembawang,2005,25_to_29,25,29,Males,2140
Sembawang,2005,30_to_34,30,34,Females,4100
Sembawang,2005,30_to_34,30,34,Males,3660
Sembawang,2005,35_to_39,35,39,Females,2810
Sembawang,2005,35_to_39,35,39,Males,3150
Sembawang,2005,40_to_44,40,44,Females,2650
Sembawang,2005,40_to_44,40,44,Males,2790
Sembawang,2005,45_to_49,45,49,Females,2330
Sembawang,2005,45_to_49,45,49,Males,2440
Sembawang,2005,5_to_9,5,9,Females,2180
Sembawang,2005,5_to_9,5,9,Males,2400
Sembawang,2005,50_to_54,50,54,Females,1660
Sembawang,2005,50_to_54,50,54,Males,1810
Sembawang,2005,55_to_59,55,59,Females,1110
Sembawang,2005,55_to_59,55,59,Males,1130
Sembawang,2005,60_to_64,60,64,Females,740
Sembawang,2005,60_to_64,60,64,Males,620
Sembawang,2005,65_to_69,65,69,Females,600
Sembawang,2005,65_to_69,65,69,Males,510
Sembawang,2005,70_to_74,70,74,Females,470
Sembawang,2005,70_to_74,70,74,Males,340
Sembawang,2005,75_to_79,75,79,Females,280
Sembawang,2005,75_to_79,75,79,Males,220
Sembawang,2005,80_to_84,80,84,Females,170
Sembawang,2005,80_to_84,80,84,Males,110
Sembawang,2005,85_to_89,85,89,Females,90
Sembawang,2005,85_to_89,85,89,Males,50
Sembawang,2005,90_and_over,NA,NA,Females,70
Sembawang,2005,90_and_over,NA,NA,Males,40
Sembawang,2006,0_to_4,0,4,Females,2710
Sembawang,2006,0_to_4,0,4,Males,2910
Sembawang,2006,10_to_14,10,14,Females,2000
Sembawang,2006,10_to_14,10,14,Males,2160
Sembawang,2006,15_to_19,15,19,Females,2020
Sembawang,2006,15_to_19,15,19,Males,2250
Sembawang,2006,20_to_24,20,24,Females,1840
Sembawang,2006,20_to_24,20,24,Males,1800
Sembawang,2006,25_to_29,25,29,Females,2830
Sembawang,2006,25_to_29,25,29,Males,2260
Sembawang,2006,30_to_34,30,34,Females,4130
Sembawang,2006,30_to_34,30,34,Males,3640
Sembawang,2006,35_to_39,35,39,Females,2950
Sembawang,2006,35_to_39,35,39,Males,3320
Sembawang,2006,40_to_44,40,44,Females,2780
Sembawang,2006,40_to_44,40,44,Males,2900
Sembawang,2006,45_to_49,45,49,Females,2510
Sembawang,2006,45_to_49,45,49,Males,2590
Sembawang,2006,5_to_9,5,9,Females,2340
Sembawang,2006,5_to_9,5,9,Males,2540
Sembawang,2006,50_to_54,50,54,Females,1790
Sembawang,2006,50_to_54,50,54,Males,1940
Sembawang,2006,55_to_59,55,59,Females,1260
Sembawang,2006,55_to_59,55,59,Males,1280
Sembawang,2006,60_to_64,60,64,Females,730
Sembawang,2006,60_to_64,60,64,Males,590
Sembawang,2006,65_to_69,65,69,Females,700
Sembawang,2006,65_to_69,65,69,Males,540
Sembawang,2006,70_to_74,70,74,Females,480
Sembawang,2006,70_to_74,70,74,Males,390
Sembawang,2006,75_to_79,75,79,Females,300
Sembawang,2006,75_to_79,75,79,Males,230
Sembawang,2006,80_to_84,80,84,Females,150
Sembawang,2006,80_to_84,80,84,Males,110
Sembawang,2006,85_to_89,85,89,Females,110
Sembawang,2006,85_to_89,85,89,Males,30
Sembawang,2006,90_and_over,NA,NA,Females,60
Sembawang,2006,90_and_over,NA,NA,Males,20
Sembawang,2007,0_to_4,0,4,Females,2730
Sembawang,2007,0_to_4,0,4,Males,2840
Sembawang,2007,10_to_14,10,14,Females,2030
Sembawang,2007,10_to_14,10,14,Males,2170
Sembawang,2007,15_to_19,15,19,Females,2140
Sembawang,2007,15_to_19,15,19,Males,2330
Sembawang,2007,20_to_24,20,24,Females,1870
Sembawang,2007,20_to_24,20,24,Males,1830
Sembawang,2007,25_to_29,25,29,Females,2850
Sembawang,2007,25_to_29,25,29,Males,2320
Sembawang,2007,30_to_34,30,34,Females,4090
Sembawang,2007,30_to_34,30,34,Males,3530
Sembawang,2007,35_to_39,35,39,Females,3200
Sembawang,2007,35_to_39,35,39,Males,3510
Sembawang,2007,40_to_44,40,44,Females,2770
Sembawang,2007,40_to_44,40,44,Males,3010
Sembawang,2007,45_to_49,45,49,Females,2570
Sembawang,2007,45_to_49,45,49,Males,2630
Sembawang,2007,5_to_9,5,9,Females,2430
Sembawang,2007,5_to_9,5,9,Males,2680
Sembawang,2007,50_to_54,50,54,Females,1980
Sembawang,2007,50_to_54,50,54,Males,2110
Sembawang,2007,55_to_59,55,59,Females,1320
Sembawang,2007,55_to_59,55,59,Males,1320
Sembawang,2007,60_to_64,60,64,Females,830
Sembawang,2007,60_to_64,60,64,Males,730
Sembawang,2007,65_to_69,65,69,Females,720
Sembawang,2007,65_to_69,65,69,Males,560
Sembawang,2007,70_to_74,70,74,Females,520
Sembawang,2007,70_to_74,70,74,Males,400
Sembawang,2007,75_to_79,75,79,Females,320
Sembawang,2007,75_to_79,75,79,Males,260
Sembawang,2007,80_to_84,80,84,Females,170
Sembawang,2007,80_to_84,80,84,Males,130
Sembawang,2007,85_to_89,85,89,Females,110
Sembawang,2007,85_to_89,85,89,Males,70
Sembawang,2007,90_and_over,NA,NA,Females,50
Sembawang,2007,90_and_over,NA,NA,Males,20
Sembawang,2008,0_to_4,0,4,Females,2720
Sembawang,2008,0_to_4,0,4,Males,2810
Sembawang,2008,10_to_14,10,14,Females,2080
Sembawang,2008,10_to_14,10,14,Males,2220
Sembawang,2008,15_to_19,15,19,Females,2140
Sembawang,2008,15_to_19,15,19,Males,2330
Sembawang,2008,20_to_24,20,24,Females,1950
Sembawang,2008,20_to_24,20,24,Males,1910
Sembawang,2008,25_to_29,25,29,Females,2840
Sembawang,2008,25_to_29,25,29,Males,2460
Sembawang,2008,30_to_34,30,34,Females,4040
Sembawang,2008,30_to_34,30,34,Males,3430
Sembawang,2008,35_to_39,35,39,Females,3540
Sembawang,2008,35_to_39,35,39,Males,3720
Sembawang,2008,40_to_44,40,44,Females,2790
Sembawang,2008,40_to_44,40,44,Males,3110
Sembawang,2008,45_to_49,45,49,Females,2680
Sembawang,2008,45_to_49,45,49,Males,2690
Sembawang,2008,5_to_9,5,9,Females,2570
Sembawang,2008,5_to_9,5,9,Males,2830
Sembawang,2008,50_to_54,50,54,Females,2120
Sembawang,2008,50_to_54,50,54,Males,2260
Sembawang,2008,55_to_59,55,59,Females,1450
Sembawang,2008,55_to_59,55,59,Males,1520
Sembawang,2008,60_to_64,60,64,Females,930
Sembawang,2008,60_to_64,60,64,Males,850
Sembawang,2008,65_to_69,65,69,Females,760
Sembawang,2008,65_to_69,65,69,Males,600
Sembawang,2008,70_to_74,70,74,Females,560
Sembawang,2008,70_to_74,70,74,Males,400
Sembawang,2008,75_to_79,75,79,Females,340
Sembawang,2008,75_to_79,75,79,Males,290
Sembawang,2008,80_to_84,80,84,Females,220
Sembawang,2008,80_to_84,80,84,Males,130
Sembawang,2008,85_to_89,85,89,Females,110
Sembawang,2008,85_to_89,85,89,Males,80
Sembawang,2008,90_and_over,NA,NA,Females,90
Sembawang,2008,90_and_over,NA,NA,Males,40
Sembawang,2009,0_to_4,0,4,Females,2780
Sembawang,2009,0_to_4,0,4,Males,2840
Sembawang,2009,10_to_14,10,14,Females,2200
Sembawang,2009,10_to_14,10,14,Males,2320
Sembawang,2009,15_to_19,15,19,Females,2120
Sembawang,2009,15_to_19,15,19,Males,2300
Sembawang,2009,20_to_24,20,24,Females,2050
Sembawang,2009,20_to_24,20,24,Males,2120
Sembawang,2009,25_to_29,25,29,Females,2970
Sembawang,2009,25_to_29,25,29,Males,2560
Sembawang,2009,30_to_34,30,34,Females,4030
Sembawang,2009,30_to_34,30,34,Males,3440
Sembawang,2009,35_to_39,35,39,Females,3920
Sembawang,2009,35_to_39,35,39,Males,3920
Sembawang,2009,40_to_44,40,44,Females,2800
Sembawang,2009,40_to_44,40,44,Males,3130
Sembawang,2009,45_to_49,45,49,Females,2700
Sembawang,2009,45_to_49,45,49,Males,2800
Sembawang,2009,5_to_9,5,9,Females,2660
Sembawang,2009,5_to_9,5,9,Males,2840
Sembawang,2009,50_to_54,50,54,Females,2260
Sembawang,2009,50_to_54,50,54,Males,2340
Sembawang,2009,55_to_59,55,59,Females,1570
Sembawang,2009,55_to_59,55,59,Males,1670
Sembawang,2009,60_to_64,60,64,Females,980
Sembawang,2009,60_to_64,60,64,Males,980
Sembawang,2009,65_to_69,65,69,Females,770
Sembawang,2009,65_to_69,65,69,Males,630
Sembawang,2009,70_to_74,70,74,Females,570
Sembawang,2009,70_to_74,70,74,Males,410
Sembawang,2009,75_to_79,75,79,Females,400
Sembawang,2009,75_to_79,75,79,Males,300
Sembawang,2009,80_to_84,80,84,Females,220
Sembawang,2009,80_to_84,80,84,Males,130
Sembawang,2009,85_to_89,85,89,Females,110
Sembawang,2009,85_to_89,85,89,Males,80
Sembawang,2009,90_and_over,NA,NA,Females,90
Sembawang,2009,90_and_over,NA,NA,Males,40
Sembawang,2010,0_to_4,0,4,Females,2810
Sembawang,2010,0_to_4,0,4,Males,2840
Sembawang,2010,10_to_14,10,14,Females,2340
Sembawang,2010,10_to_14,10,14,Males,2540
Sembawang,2010,15_to_19,15,19,Females,2140
Sembawang,2010,15_to_19,15,19,Males,2260
Sembawang,2010,20_to_24,20,24,Females,2160
Sembawang,2010,20_to_24,20,24,Males,2300
Sembawang,2010,25_to_29,25,29,Females,3070
Sembawang,2010,25_to_29,25,29,Males,2640
Sembawang,2010,30_to_34,30,34,Females,4050
Sembawang,2010,30_to_34,30,34,Males,3530
Sembawang,2010,35_to_39,35,39,Females,4160
Sembawang,2010,35_to_39,35,39,Males,3980
Sembawang,2010,40_to_44,40,44,Females,2920
Sembawang,2010,40_to_44,40,44,Males,3240
Sembawang,2010,45_to_49,45,49,Females,2720
Sembawang,2010,45_to_49,45,49,Males,2900
Sembawang,2010,5_to_9,5,9,Females,2710
Sembawang,2010,5_to_9,5,9,Males,2910
Sembawang,2010,50_to_54,50,54,Females,2420
Sembawang,2010,50_to_54,50,54,Males,2500
Sembawang,2010,55_to_59,55,59,Females,1680
Sembawang,2010,55_to_59,55,59,Males,1810
Sembawang,2010,60_to_64,60,64,Females,1130
Sembawang,2010,60_to_64,60,64,Males,1140
Sembawang,2010,65_to_69,65,69,Females,760
Sembawang,2010,65_to_69,65,69,Males,600
Sembawang,2010,70_to_74,70,74,Females,590
Sembawang,2010,70_to_74,70,74,Males,460
Sembawang,2010,75_to_79,75,79,Females,410
Sembawang,2010,75_to_79,75,79,Males,310
Sembawang,2010,80_to_84,80,84,Females,220
Sembawang,2010,80_to_84,80,84,Males,190
Sembawang,2010,85_to_89,85,89,Females,110
Sembawang,2010,85_to_89,85,89,Males,50
Sembawang,2010,90_and_over,NA,NA,Females,80
Sembawang,2010,90_and_over,NA,NA,Males,20
Sembawang,2011,0_to_4,0,4,Females,2630
Sembawang,2011,0_to_4,0,4,Males,2700
Sembawang,2011,10_to_14,10,14,Females,2430
Sembawang,2011,10_to_14,10,14,Males,2590
Sembawang,2011,15_to_19,15,19,Females,2130
Sembawang,2011,15_to_19,15,19,Males,2240
Sembawang,2011,20_to_24,20,24,Females,2200
Sembawang,2011,20_to_24,20,24,Males,2330
Sembawang,2011,25_to_29,25,29,Females,2910
Sembawang,2011,25_to_29,25,29,Males,2500
Sembawang,2011,30_to_34,30,34,Females,3920
Sembawang,2011,30_to_34,30,34,Males,3470
Sembawang,2011,35_to_39,35,39,Females,4160
Sembawang,2011,35_to_39,35,39,Males,3920
Sembawang,2011,40_to_44,40,44,Females,3000
Sembawang,2011,40_to_44,40,44,Males,3300
Sembawang,2011,45_to_49,45,49,Females,2800
Sembawang,2011,45_to_49,45,49,Males,2970
Sembawang,2011,5_to_9,5,9,Females,2620
Sembawang,2011,5_to_9,5,9,Males,2850
Sembawang,2011,50_to_54,50,54,Females,2540
Sembawang,2011,50_to_54,50,54,Males,2610
Sembawang,2011,55_to_59,55,59,Females,1840
Sembawang,2011,55_to_59,55,59,Males,1920
Sembawang,2011,60_to_64,60,64,Females,1260
Sembawang,2011,60_to_64,60,64,Males,1300
Sembawang,2011,65_to_69,65,69,Females,740
Sembawang,2011,65_to_69,65,69,Males,640
Sembawang,2011,70_to_74,70,74,Females,640
Sembawang,2011,70_to_74,70,74,Males,480
Sembawang,2011,75_to_79,75,79,Females,450
Sembawang,2011,75_to_79,75,79,Males,330
Sembawang,2011,80_to_84,80,84,Females,250
Sembawang,2011,80_to_84,80,84,Males,200
Sembawang,2011,85_to_89,85,89,Females,120
Sembawang,2011,85_to_89,85,89,Males,70
Sembawang,2011,90_and_over,NA,NA,Females,70
Sembawang,2011,90_and_over,NA,NA,Males,40
Sembawang,2012,0_to_4,0,4,Females,2480
Sembawang,2012,0_to_4,0,4,Males,2610
Sembawang,2012,10_to_14,10,14,Females,2460
Sembawang,2012,10_to_14,10,14,Males,2700
Sembawang,2012,15_to_19,15,19,Females,2100
Sembawang,2012,15_to_19,15,19,Males,2240
Sembawang,2012,20_to_24,20,24,Females,2270
Sembawang,2012,20_to_24,20,24,Males,2400
Sembawang,2012,25_to_29,25,29,Females,2710
Sembawang,2012,25_to_29,25,29,Males,2300
Sembawang,2012,30_to_34,30,34,Females,3760
Sembawang,2012,30_to_34,30,34,Males,3310
Sembawang,2012,35_to_39,35,39,Females,4100
Sembawang,2012,35_to_39,35,39,Males,3770
Sembawang,2012,40_to_44,40,44,Females,3260
Sembawang,2012,40_to_44,40,44,Males,3410
Sembawang,2012,45_to_49,45,49,Females,2790
Sembawang,2012,45_to_49,45,49,Males,3030
Sembawang,2012,5_to_9,5,9,Females,2640
Sembawang,2012,5_to_9,5,9,Males,2720
Sembawang,2012,50_to_54,50,54,Females,2530
Sembawang,2012,50_to_54,50,54,Males,2650
Sembawang,2012,55_to_59,55,59,Females,2000
Sembawang,2012,55_to_59,55,59,Males,2080
Sembawang,2012,60_to_64,60,64,Females,1330
Sembawang,2012,60_to_64,60,64,Males,1340
Sembawang,2012,65_to_69,65,69,Females,820
Sembawang,2012,65_to_69,65,69,Males,740
Sembawang,2012,70_to_74,70,74,Females,680
Sembawang,2012,70_to_74,70,74,Males,530
Sembawang,2012,75_to_79,75,79,Females,440
Sembawang,2012,75_to_79,75,79,Males,350
Sembawang,2012,80_to_84,80,84,Females,270
Sembawang,2012,80_to_84,80,84,Males,200
Sembawang,2012,85_to_89,85,89,Females,120
Sembawang,2012,85_to_89,85,89,Males,70
Sembawang,2012,90_and_over,NA,NA,Females,80
Sembawang,2012,90_and_over,NA,NA,Males,60
Sembawang,2013,0_to_4,0,4,Females,2270
Sembawang,2013,0_to_4,0,4,Males,2410
